Customer_ID,customer_name,customer_email,customer_phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Feedback,Ratings,order_id,product_id
10303,Rebecca Rios,Sarah67@gmail.com,9006205000.0,19684 Megan Isle Suite 278,Sydney,New South Wales,4485,Australia,46,Male,Low,New,Excellent,5.0,8595023,87675
10309,Brandy Garrett,Benjamin48@gmail.com,5303237000.0,25248 Spears Trace,Chicago,Connecticut,48193,USA,20,Male,Medium,Premium,Bad,1.0,5146605,57408
10334,Douglas Parks,Michael34@gmail.com,3200741600.0,76300 Hall Flat,Boston,Georgia,73011,USA,23,Male,High,Regular,Excellent,5.0,8751093,10237
10345,Jason Campbell,Tyler44@gmail.com,2934562800.0,3846 Hendricks Drive,Memphis,Wyoming,82104,USA,46,Male,Low,Regular,Good,4.0,6349164,10028
10354,Rachel Levy,Tina53@gmail.com,8549687300.0,836 Gonzales Viaduct Apt. 209,Leipzig,Berlin,73311,Germany,62,Male,Low,Premium,Excellent,5.0,7781658,96138
10362,Michael Jackson,Linda69@gmail.com,1468346000.0,66297 Long Square Suite 988,Sheffield,England,19971,UK,26,Male,Medium,Regular,Good,3.0,8171107,71496
10366,Jessica Williams,Felicia37@gmail.com,9788642000.0,86728 Gutierrez Cliffs,Birmingham,England,17735,UK,34,Male,Low,Premium,Good,4.0,3164531,13706
10368,Paul Moore,Peter26@gmail.com,2615886600.0,75040 Day Forges,Fort Worth,New Mexico,58701,USA,19,Female,Medium,New,Good,3.0,2190761,74053
10371,Courtney Mathis,Rhonda98@gmail.com,6848219000.0,9768 Victor Streets,Gold Coast,New South Wales,18558,Australia,70,Male,Low,Regular,Average,2.0,5798048,76795
10395,Lindsey Trevino,Jennifer21@gmail.com,9867042000.0,25118 Gonzalez Crossing,Boston,Georgia,79084,USA,23,Male,High,Regular,Average,2.0,1794043,16271
10414,Heather Hardy,Julie77@gmail.com,1429132500.0,44856 Carter Valley Apt. 090,Miami,Utah,84487,USA,68,Male,Medium,New,Excellent,4.0,5824276,94392
10416,Kimberly Taylor,Jason2@gmail.com,6127129600.0,2369 Martinez Lakes,Chicago,Connecticut,87476,USA,34,Male,Low,Premium,Average,2.0,7387179,29145
10435,Abigail Nelson,Robert2@gmail.com,2190402600.0,2013 Kevin Ville Apt. 387,Louisville,Virginia,22414,USA,42,Male,High,Regular,Excellent,4.0,6471689,92192
10443,Marisa Newton,Kelly82@gmail.com,7905647600.0,9913 Brittney Roads Apt. 710,Detroit,Mississippi,39423,USA,26,Male,Low,Regular,Good,4.0,9283245,79243
10445,Joshua Barnes,Michael78@gmail.com,4105232000.0,21696 Davis Mews,St. John's,Ontario,14968,Canada,47,Male,Low,Regular,Bad,1.0,7556858,70679
10449,Raymond Sanders,Timothy61@gmail.com,6529756700.0,04436 Greg Expressway,Boston,Georgia,83504,USA,23,Female,High,Regular,Good,3.0,2500841,60696
10462,James Freeman,Joshua13@gmail.com,9591983000.0,09272 Lewis Expressway,Portsmouth,England,32351,UK,19,Male,Medium,Regular,Average,2.0,2214147,50929
10468,Nicholas Graham,George24@gmail.com,5999269400.0,92731 Christopher Shoals Apt. 451,Hanover,Berlin,67580,Germany,19,Male,Medium,Regular,Good,3.0,3035500,18833
10487,Justin Rasmussen,Harold44@gmail.com,6928210000.0,5968 Robinson Road Suite 559,San Francisco,Maine,47743,USA,26,Male,High,Regular,Good,4.0,3299749,55960
10502,Jennifer Barnes,Stephen77@gmail.com,7440775000.0,681 Samantha Mount Suite 168,London,Ontario,74496,Canada,21,Female,Medium,New,Good,3.0,3566249,58170
10506,Michael Ali,Courtney27@gmail.com,7428973000.0,460 Clarke Avenue Apt. 956,Perth,New South Wales,44851,Australia,46,Female,Low,New,Average,2.0,1051331,26533
10527,William Stanley,Sarah50@gmail.com,9090311000.0,942 Cheyenne Brook,Phoenix,Alaska,99704,USA,22,Male,High,Regular,Average,2.0,3557721,55759
10529,James Keith,Michael38@gmail.com,4906789000.0,87782 Fox Island,Geelong,New South Wales,84402,Australia,45,Male,Low,New,Excellent,5.0,5587041,80680
10530,Tara Wright,Phyllis95@gmail.com,6780258000.0,5500 Patricia Common,Bielefeld,Berlin,38090,Germany,46,Male,Low,New,Excellent,4.0,7890570,10720
10532,Sarah Mullins,Daniel5@gmail.com,4364613600.0,7624 Williams Island Apt. 437,San Diego,Alaska,99836,USA,22,Male,High,Regular,Average,2.0,3836929,52020
10539,Kelly Estes,Lauren10@gmail.com,7476789000.0,3149 Brown Highway,Mackay,New South Wales,61250,Australia,35,Male,High,Premium,Excellent,4.0,6759567,90867
10544,Roger Quinn,Joshua23@gmail.com,6150048000.0,604 Jeffrey Estates Suite 759,Launceston,New South Wales,32132,Australia,26,Male,Low,New,Good,4.0,5337234,28312
10558,Alexandra Brown,Nicole24@gmail.com,4696674000.0,79037 Sullivan Roads,Frankfurt,Berlin,48178,Germany,22,Female,Medium,Regular,Excellent,5.0,3908391,53829
10565,William Keller,Nancy67@gmail.com,7345221600.0,4662 Waters Spurs Suite 292,Chicago,Connecticut,517,USA,34,Male,Low,New,Average,2.0,7681674,20416
10567,Billy Wilson,Leslie100@gmail.com,1107991900.0,346 James Ramp,Fort Worth,New Mexico,85919,USA,19,Female,High,New,Good,3.0,8323058,84425
10580,Samantha Smith MD,Christopher30@gmail.com,1968855300.0,878 Skinner Port Suite 227,Portsmouth,England,40910,UK,19,Male,Medium,Regular,Good,4.0,7618030,24159
10587,Michael Jones,Thomas51@gmail.com,3300290300.0,6608 Hodge Glen Suite 429,Portsmouth,England,43958,UK,19,Male,Medium,Regular,Average,2.0,1649313,29359
10597,Douglas Hendrix,Kenneth36@gmail.com,1674392200.0,261 Cooper Valleys,Boston,Georgia,2858,USA,23,Female,High,Regular,Good,3.0,1146426,74464
10605,Dana Johnson,Christopher42@gmail.com,6751651000.0,48847 Thornton Ports,Dresden,Berlin,44374,Germany,20,Female,High,Regular,Excellent,4.0,4965043,16612
10611,Nancy King,Jennifer26@gmail.com,3282823200.0,82939 John Port Apt. 608,Windsor,Ontario,44250,Canada,20,Male,Medium,New,Good,3.0,9602228,55234
10623,Christine King,Maria18@gmail.com,5403758600.0,5977 Mark Springs,Dortmund,Berlin,13987,Germany,55,Female,Low,Premium,Good,4.0,3737858,37644
10626,Dawn Warner,Samantha5@gmail.com,3885851100.0,4085 Corey Lane,Tulsa,Oregon,97440,USA,26,Male,Low,Regular,Good,3.0,4462843,15409
10632,Michael Ortega,Mary58@gmail.com,3965149700.0,2565 Hart Ranch Suite 047,Portsmouth,England,50341,UK,24,Female,Medium,Regular,Average,2.0,5536386,79909
10640,Robin Padilla DDS,Ian8@gmail.com,5466629000.0,2436 Robertson Orchard,Essen,Berlin,49630,Germany,20,Male,Low,Regular,Good,3.0,6236348,14291
10654,Ann Johnson,Marc33@gmail.com,9136162000.0,530 Marcus Motorway,London,England,86110,UK,42,Male,Medium,Regular,Good,4.0,1183619,22577
10680,Carol Taylor,Richard89@gmail.com,8107620000.0,48380 Morris Cliffs,Fort Worth,New Mexico,57429,USA,19,Female,Low,New,Excellent,4.0,1616641,45753
10703,Erica Stewart,Lindsey62@gmail.com,3866869200.0,0526 Charles Fields Suite 837,Chicago,Connecticut,30848,USA,34,Male,Low,New,Good,3.0,4507082,52404
10715,Amanda Johnson,William85@gmail.com,3261495300.0,76184 Galloway Fields,Boston,Georgia,29328,USA,23,Female,High,Regular,Excellent,4.0,2542988,16063
10727,Cassidy Johnson,Mindy31@gmail.com,3916285200.0,2859 Toni Turnpike,Portsmouth,England,17742,UK,19,Male,Medium,Regular,Bad,1.0,2229338,25139
10732,Ernest Mcgee,Nathaniel44@gmail.com,8594341000.0,800 Amy Trace Suite 715,Bremen,Berlin,98581,Germany,63,Male,Medium,New,Bad,1.0,1145830,60523
10739,Renee Baker,Regina89@gmail.com,8722150000.0,83308 Shaw Rue,Windsor,Ontario,31888,Canada,22,Male,Medium,New,Excellent,5.0,8993441,38105
10745,Debra Shaw,Teresa28@gmail.com,1882650400.0,474 Scott Mountains,Fort Worth,New Mexico,84096,USA,19,Male,High,New,Average,2.0,6938872,64039
10768,Jeffrey Wilkinson,Travis28@gmail.com,8623862000.0,462 Williams Islands Suite 261,Calgary,Ontario,69208,Canada,26,Male,Medium,Regular,Good,4.0,3022070,61225
10786,Ronald Ellis,Derek37@gmail.com,8195126000.0,76692 Hopkins Manors Apt. 990,Charlotte,Colorado,81331,USA,20,Male,Low,Regular,Good,4.0,7207309,81977
10788,William Garcia,Ronald48@gmail.com,8381491000.0,492 Jones Viaduct Suite 206,Oxford,England,1758,UK,22,Male,Low,Regular,Average,2.0,1285167,18713
10798,Marcus Roberson,Jessica59@gmail.com,4684670500.0,3952 Miller Wells Apt. 335,Nashville,Louisiana,70283,USA,53,Male,Medium,Premium,Average,2.0,6438831,85503
10800,Ashley Burton,Whitney52@gmail.com,1100870100.0,1995 Bailey Isle Suite 061,Portsmouth,England,8533,UK,21,Male,Medium,Regular,Bad,1.0,6778298,44933
10815,Thomas Myers,Tracey71@gmail.com,5450468400.0,6955 Lewis Forest Suite 881,Cairns,New South Wales,93087,Australia,18,Female,High,New,Excellent,4.0,3755589,72961
10817,Adam Foster,Eduardo34@gmail.com,7393177000.0,6073 Paula Vista Apt. 170,Montreal,Ontario,92820,Canada,21,Male,Low,Regular,Excellent,4.0,3047734,41153
10840,Eddie White,Dawn53@gmail.com,4832828400.0,3848 Jamie Views,Newcastle upon Tyne,England,79057,UK,34,Male,Medium,Regular,Average,2.0,5227242,64880
10861,Alex Jackson,Stephen67@gmail.com,7145552000.0,0065 Stephanie Manor,Edmonton,Ontario,64949,Canada,34,Male,Low,Regular,Good,3.0,7282814,97941
10862,Jennifer Jordan,Joshua25@gmail.com,4565451300.0,79789 Walker Harbors,Chicago,Connecticut,13594,USA,20,Male,Medium,New,Good,4.0,1001244,98125
10866,Miss Victoria Williams,Destiny18@gmail.com,1557958500.0,88801 Amber Summit,Launceston,New South Wales,30532,Australia,20,Male,Low,New,Average,2.0,4698452,24893
10881,Dustin Garcia,Kristen63@gmail.com,8786983000.0,2889 Amber Road Suite 043,San Francisco,Maine,87090,USA,26,Male,High,Regular,Good,4.0,9478086,97458
10882,Leah Barton,Amy95@gmail.com,3907549700.0,89598 Washington Ports Apt. 440,Hull,England,97446,UK,27,Female,Low,New,Average,2.0,8547409,14038
10898,Cindy Mcintyre,Megan40@gmail.com,8742202000.0,43838 Davis Throughway Apt. 561,Windsor,Ontario,90533,Canada,25,Male,Low,New,Average,2.0,1231188,51508
10910,Lisa Martinez,Susan2@gmail.com,4704949000.0,7920 Randall Corner Apt. 812,Munich,Berlin,6563,Germany,34,Female,High,Regular,Good,4.0,4135403,42968
10914,Randy Scott,Jeff53@gmail.com,3389064000.0,8381 Nguyen Cliffs,St. John's,Ontario,52999,Canada,53,Male,Low,Regular,Excellent,4.0,8593869,52191
10947,Robert Moreno,Matthew98@gmail.com,4957312000.0,91738 Mary Island Apt. 670,Portsmouth,England,21521,UK,24,Female,Medium,Regular,Bad,1.0,5900439,17210
10979,Jessica Edwards,Ellen94@gmail.com,2375563800.0,40033 Stephen Villages Suite 108,Chicago,Connecticut,69446,USA,34,Female,Medium,Premium,Good,3.0,6915922,38010
10994,Michael Fischer,Daniel98@gmail.com,7751894000.0,09930 Johnson Wells,Bremen,Berlin,66008,Germany,26,Male,Low,Regular,Good,3.0,4864730,77137
11014,Kelly Reynolds,Heidi34@gmail.com,9410650000.0,00765 John Port Apt. 895,Frankfurt,Berlin,63919,Germany,22,Male,Medium,Regular,Average,2.0,8952451,58198
11024,Robert Mccarty,Kerry66@gmail.com,9648418000.0,75813 Bailey Avenue Apt. 822,Fort Worth,New Mexico,14098,USA,19,Male,Medium,New,Bad,1.0,3534848,69834
11025,Dana Hopkins,Claudia98@gmail.com,4646901000.0,28548 Thomas Valleys,Hamilton,Ontario,88513,Canada,20,Male,Low,Regular,Good,4.0,1973292,79596
11033,Jake Stark,Angela54@gmail.com,2279934700.0,460 Harris Ford,Portsmouth,England,59631,UK,19,Male,Medium,Regular,Good,4.0,4870551,29486
11041,Alicia Gutierrez,Jennifer3@gmail.com,1450353200.0,6966 Jeffrey Port Apt. 197,Duisburg,Berlin,24247,Germany,20,Female,Low,Premium,Average,2.0,6009083,40590
11057,Kristopher Klein,Peter33@gmail.com,4242560500.0,514 Catherine Creek Apt. 135,Nashville,New York,11158,USA,22,Male,Medium,Regular,Good,3.0,6613383,14317
11059,Shawn Waller,Chad29@gmail.com,9400842000.0,0029 Martinez Freeway,New Orleans,South Carolina,29215,USA,43,Male,Medium,Premium,Excellent,4.0,4645802,27849
11072,Elizabeth Reeves DDS,Zachary3@gmail.com,8241752000.0,38483 Chelsea Key,Berlin,Berlin,30775,Germany,38,Male,Low,Premium,Average,2.0,5190695,15312
11081,Melanie Le,Robert51@gmail.com,3900072000.0,779 Angela Stream,Nuremberg,Berlin,76098,Germany,46,Female,High,New,Excellent,5.0,3503647,82614
11103,Anthony Jones,Ryan46@gmail.com,8966203000.0,7969 Peterson Plains,Fort Worth,New Mexico,3774,USA,19,Male,Low,New,Bad,1.0,4872320,84059
11106,Jamie Harrison,Wayne91@gmail.com,6449506300.0,66836 Reed Overpass Suite 467,Los Angeles,North Dakota,58781,USA,47,Male,High,Regular,Average,2.0,3029281,24050
11111,Daniel Miller,Jeffrey56@gmail.com,2633677800.0,626 Robert Neck Suite 193,Brisbane,New South Wales,68279,Australia,21,Male,Medium,New,Bad,1.0,5317004,56363
11119,David Rose,Tanya57@gmail.com,8452394500.0,243 Reyes Pike,Phoenix,Michigan,49829,USA,59,Female,Medium,New,Average,2.0,4463878,32393
11121,Emily Ortiz,Debra28@gmail.com,5376275000.0,18486 Villarreal Skyway Suite 088,Mackay,New South Wales,64342,Australia,34,Female,Medium,New,Good,3.0,6750598,69877
11124,Paul Burke,Misty90@gmail.com,5170552000.0,51669 Mark Road Suite 037,Liverpool,England,47248,UK,22,Female,High,Regular,Bad,1.0,1424964,41670
11125,Jill Valdez MD,Christopher14@gmail.com,4430757400.0,00596 Cassandra Manor,Bendigo,New South Wales,83172,Australia,55,Male,Medium,Premium,Excellent,4.0,5089331,17758
11133,Thomas Wilson,Joshua91@gmail.com,5690294000.0,607 Courtney Bridge,Nashville,Colorado,80491,USA,68,Female,High,Regular,Good,4.0,7657662,74809
11141,Savannah Cox,Valerie15@gmail.com,9178441000.0,7262 Salazar Village,Edmonton,Ontario,37473,Canada,46,Male,Low,Regular,Excellent,4.0,6361233,25676
11143,Jaime Long,Tracey34@gmail.com,7658090500.0,34131 Waters Inlet,Vancouver,Ontario,18906,Canada,22,Male,High,Regular,Average,2.0,2079386,68932
11146,Daniel Stevenson,Timothy96@gmail.com,2162353700.0,09008 Bishop Drive,Boston,Georgia,63817,USA,23,Male,High,Regular,Good,3.0,1238657,10049
11162,Gloria Mills,Brenda20@gmail.com,8250554000.0,8881 Goodman Drive,Portsmouth,England,36675,UK,19,Male,Medium,Regular,Excellent,5.0,6918110,38342
11165,Melinda Harris,John98@gmail.com,2841081900.0,897 Russell Island,Chicago,Connecticut,91325,USA,20,Female,High,Premium,Average,2.0,3910954,82124
11170,James Bradley,George69@gmail.com,2249152000.0,010 Martin Trafficway Suite 982,Wollongong,New South Wales,95624,Australia,69,Female,Medium,New,Excellent,4.0,7098637,40202
11174,Hunter Fields,Samuel13@gmail.com,3825873400.0,9747 Kimberly Shoal Suite 028,Hobart,New South Wales,69159,Australia,62,Female,Medium,New,Bad,1.0,4619900,77885
11183,Scott Byrd,Shannon100@gmail.com,9345342000.0,240 Ramirez Highway Suite 260,Virginia Beach,Utah,84467,USA,44,Male,Medium,Premium,Average,2.0,6803193,35755
11194,Timothy Thomas,Doris59@gmail.com,9888892000.0,84211 Craig Curve Apt. 220,Leeds,England,65722,UK,44,Female,Low,New,Average,2.0,5075366,31503
11201,Hannah Clark,Amanda96@gmail.com,9978803000.0,714 Melissa Throughway Apt. 205,Plymouth,England,28651,UK,22,Female,High,Regular,Bad,1.0,7451607,29169
11204,Jared Massey,Kenneth70@gmail.com,9670686000.0,4006 Mark Lake,Plymouth,England,2568,UK,34,Female,Medium,Premium,Excellent,5.0,1774538,98323
11213,Danny Molina,William81@gmail.com,2611122000.0,0380 Vazquez Ramp Suite 085,Fort Worth,New Mexico,28397,USA,19,Female,High,New,Bad,1.0,8763708,93299
11234,Dean Buchanan,Louis57@gmail.com,3905961700.0,2801 Baker Rue Apt. 049,Cologne,Berlin,88288,Germany,46,Male,Low,Premium,Excellent,5.0,1389565,68191
11237,Zachary Blanchard,Nathan49@gmail.com,7278510600.0,072 Jessica Burgs,Regina,Ontario,21394,Canada,20,Female,Medium,New,Average,2.0,3194484,75409
11240,Justin Lopez,Amy49@gmail.com,9208810000.0,184 Sandoval Plaza Apt. 227,Frankfurt,Berlin,57084,Germany,22,Male,Medium,New,Average,2.0,4663272,31429
11241,Christopher Riley,Patricia4@gmail.com,6091214300.0,8312 Rivera Cape Suite 471,Stuttgart,Berlin,63939,Germany,70,Female,High,New,Good,3.0,8362440,90526
11243,Robert Nolan,Brandi64@gmail.com,3796532700.0,51792 Jaclyn Prairie Suite 386,Hobart,New South Wales,58314,Australia,52,Female,Low,Premium,Good,4.0,5088528,78703
11249,Jacob Mcpherson,Paul35@gmail.com,9535939000.0,192 Johnson Manors Apt. 220,Dortmund,Berlin,54266,Germany,19,Male,Low,Regular,Average,2.0,1652999,66681
11258,Sarah Vargas,Charles72@gmail.com,7978244600.0,54802 Harris Lane Suite 558,Boston,Georgia,77387,USA,23,Male,High,Regular,Excellent,4.0,3447929,78948
11259,Jacob Edwards,Michelle33@gmail.com,7416088600.0,471 Thompson Springs,Hull,England,15432,UK,20,Male,Low,New,Good,4.0,1644155,57502
11260,Eric Williams,David35@gmail.com,4656561000.0,0416 Jason Trafficway Suite 893,Leicester,England,38991,UK,22,Male,Medium,Regular,Bad,1.0,6760671,82634
11282,Charles Valenzuela,Heather45@gmail.com,2303394600.0,933 Carpenter Locks Apt. 154,Essen,Berlin,23097,Germany,20,Female,Medium,Premium,Good,3.0,9292544,16327
11286,Dawn Jensen,Rebecca97@gmail.com,3517012000.0,87259 Brown Villages Apt. 438,Frankfurt,Berlin,32035,Germany,22,Male,Low,New,Good,4.0,7428021,93246
11287,Daniel Taylor,Brittany53@gmail.com,2499636500.0,712 Green Pike Suite 146,Oakland,Illinois,60092,USA,22,Female,Medium,New,Good,3.0,1990741,98736
11308,Ian Potter,Ronald63@gmail.com,2860666400.0,25233 Susan Valley,Mackay,New South Wales,48134,Australia,22,Male,Medium,Regular,Average,2.0,4982263,31649
11316,Mary Miles,Craig12@gmail.com,5758969000.0,289 Mueller Track Apt. 844,Baltimore,California,94373,USA,46,Male,Low,Premium,Excellent,4.0,9712138,58977
11317,Susan Perez,Brandon10@gmail.com,6520137700.0,821 Emma Squares Suite 249,Oklahoma City,Alabama,35227,USA,46,Male,Low,New,Excellent,4.0,7016430,51610
11326,Jared Wright,Mason88@gmail.com,9721944000.0,3779 Martinez Plaza Suite 931,Boston,Connecticut,6261,USA,46,Female,Low,Premium,Excellent,5.0,6726185,10803
11327,Todd Stafford,Dennis24@gmail.com,2472032800.0,751 Audrey Garden Suite 374,Essen,Berlin,41262,Germany,65,Male,Medium,Regular,Excellent,4.0,9108239,58081
11333,Robert Golden,Connie11@gmail.com,8629324000.0,9166 Smith Station Suite 922,Townsville,New South Wales,36620,Australia,46,Female,Low,Premium,Excellent,5.0,4076910,69082
11346,Lori Smith,Rebecca5@gmail.com,9832070000.0,29889 Robert Ridge,Launceston,New South Wales,57317,Australia,22,Female,Low,Regular,Average,2.0,7307045,92656
11352,Luke Payne,Carrie26@gmail.com,9862098000.0,833 Jonathan Crescent Apt. 696,Gold Coast,New South Wales,39532,Australia,26,Male,Low,Premium,Good,4.0,1032132,62341
11367,Nancy Solis,Brandon91@gmail.com,7223590000.0,7245 Turner Hills,Saskatoon,Ontario,63927,Canada,31,Male,Medium,Premium,Average,2.0,6720126,71086
11374,Bridget Vega,Travis70@gmail.com,7382655500.0,9606 Mcdowell Underpass,Atlanta,Nevada,89008,USA,36,Female,High,Premium,Average,2.0,9328724,41604
11393,Amy Skinner,Maria66@gmail.com,7692654600.0,3420 Steve River Apt. 376,Hull,England,83739,UK,61,Male,Medium,New,Good,4.0,9814003,14794
11402,Ana Green,Misty76@gmail.com,7826339300.0,428 Timothy Flats Apt. 117,Cologne,Berlin,21072,Germany,59,Male,Medium,Regular,Average,2.0,5930061,82651
11405,Scott Ewing,Jeffrey44@gmail.com,9460719000.0,1745 Nathan Islands,Seattle,Louisiana,70919,USA,20,Male,Medium,New,Average,2.0,3431408,88166
11406,Angela Brown,Amy30@gmail.com,6685230600.0,1794 Stephanie Estates,Victoria,Ontario,50706,Canada,55,Female,Medium,New,Excellent,5.0,3790552,92989
11422,Robert Green,Angel31@gmail.com,8172182500.0,4046 Michelle Parks,Ballarat,New South Wales,2836,Australia,25,Female,Medium,New,Excellent,4.0,1708593,63127
